,tripid,shipperid,categoryid,customer,shipdate,origincity,originstate,shipdays,destinationcity,destinationstate,deliverydate,totalmiles,loadedmiles,shippingcost,revenue,capacity,triptype,checkpoints,newshipdate,newdeliverydate,month,day,profit,datediff,revenue running totel,cost running totel
451,10452,1,4,Labdox,29-05-2016,Northbrook,IL,7,Naperville,IL,05-06-2016,894,789,7760,5750,50,International,6,2016-05-29,2016-06-05,5,29,-2010,7 days,5156362,4640141
255,10256,1,8,villahouse,29-05-2016,Joliet,IL,4,Madison,WI,02-06-2016,1181,216,1580,1756,75,Domestic,5,2016-05-29,2016-06-02,5,29,176,4 days,5158118,4641721
1447,11448,3,1,Condexon,29-05-2016,Toledo,OH,2,Detriot,MI,31-05-2016,248,248,42,4240,51,Domestic,9,2016-05-29,2016-05-31,5,29,4198,2 days,5162358,4641763
1408,11409,3,2,Technodax,29-05-2016,Skokie,IL,2,Chicago,IL,31-05-2016,814,505,7802,8407,99,Domestic,10,2016-05-29,2016-05-31,5,29,605,2 days,5170765,4649565
922,10923,2,4,applanet,29-05-2016,Cincinnati,OH,2,Gary,IN,31-05-2016,771,475,4821,2767,67,Domestic,1,2016-05-29,2016-05-31,5,29,-2054,2 days,5173532,4654386
1223,11224,2,4,Xx-dotone,30-05-2016,Naperville,IL,2,Indianapolis,IN,01-06-2016,618,618,5974,4485,57,Domestic,2,2016-05-30,2016-06-01,5,30,-1489,2 days,5178017,4660360
1769,11770,2,4,tinron,30-05-2016,Rockford,IL,2,Green Bay,WI,01-06-2016,1078,432,6933,4673,90,Domestic,8,2016-05-30,2016-06-01,5,30,-2260,2 days,5182690,4667293
923,10924,2,4,Zoncone,30-05-2016,Dayton,OH,4,Elgin,IL,03-06-2016,1124,476,5818,4403,71,Domestic,8,2016-05-30,2016-06-03,5,30,-1415,4 days,5187093,4673111
216,10217,2,8,Freebam,30-05-2016,Green Bay,WI,7,Joliet,IL,06-06-2016,489,437,1549,1841,100,International,5,2016-05-30,2016-06-06,5,30,292,7 days,5188934,4674660
337,10338,1,8,Fasezim,30-05-2016,Indianapolis,IN,4,Northbrook,IL,31-05-2016,1087,737,6313,6651,79,Domestic,5,2016-05-30,2016-05-31,5,30,338,1 days,5195585,4680973
1457,11458,3,5,citydexon,30-05-2016,Chicago,IL,10,Rockford,IL,09-06-2016,896,320,5599,5890,88,International,3,2016-05-30,2016-06-09,5,30,291,10 days,5201475,4686572
614,10615,2,6,Planethouse,30-05-2016,Toledo,OH,10,Detriot,MI,09-06-2016,1104,765,665,1092,57,International,2,2016-05-30,2016-06-09,5,30,427,10 days,5202567,4687237
164,10165,1,6,Scotline,30-05-2016,Davenport,IA,8,Appleton,WI,07-06-2016,725,641,3633,3738,89,International,6,2016-05-30,2016-06-07,5,30,105,8 days,5206305,4690870
900,10901,1,6,Ventocore,30-05-2016,Toledo,OH,1,Detriot,MI,31-05-2016,593,593,1719,2169,58,Domestic,10,2016-05-30,2016-05-31,5,30,450,1 days,5208474,4692589
1424,11425,2,6,Namelectronics,31-05-2016,Toledo,OH,2,Detriot,MI,02-06-2016,505,505,696,916,77,Domestic,5,2016-05-31,2016-06-02,5,31,220,2 days,5209390,4693285
196,10197,1,5,Zunhouse,31-05-2016,Appleton,WI,5,Grand Rapids,MI,05-06-2016,933,361,3801,4113,65,International,3,2016-05-31,2016-06-05,5,31,312,5 days,5213503,4697086
1174,11175,3,5,Linetone,31-05-2016,Joliet,IL,1,Madison,WI,01-06-2016,945,315,40,141,60,Domestic,9,2016-05-31,2016-06-01,5,31,101,1 days,5213644,4697126
333,10334,1,8,Zaamhouse,31-05-2016,Grand Rapids,MI,4,Toledo,OH,04-06-2016,1158,403,2008,2185,91,Domestic,9,2016-05-31,2016-06-04,5,31,177,4 days,5215829,4699134
966,10967,3,2,Pluslam,31-05-2016,Skokie,IL,3,Chicago,IL,03-06-2016,1196,630,8005,8642,95,Domestic,1,2016-05-31,2016-06-03,5,31,637,3 days,5224471,4707139
739,10740,1,5,Singlejob,31-05-2016,Green Bay,WI,2,Joliet,IL,02-06-2016,1073,781,6886,7699,72,Domestic,4,2016-05-31,2016-06-02,5,31,813,2 days,5232170,4714025
244,10245,2,5,Zimex,31-05-2016,Elgin,IL,4,Cincinnati,OH,04-06-2016,1043,213,2571,3393,67,Domestic,3,2016-05-31,2016-06-04,5,31,822,4 days,5235563,4716596
1593,11594,3,5,Whitekix,31-05-2016,Joliet,IL,2,Madison,WI,01-06-2016,270,270,8414,8770,81,Domestic,2,2016-05-31,2016-06-01,5,31,356,1 days,5244333,4725010
243,10244,1,7,Howelectrics,31-05-2016,Lansing,MI,1,Dayton,OH,01-06-2016,269,269,6061,6560,54,Domestic,6,2016-05-31,2016-06-01,5,31,499,1 days,5250893,4731071
1802,11803,2,3,Villacom,01-06-2016,Grand Rapids,MI,5,Toledo,OH,06-06-2016,594,594,6902,7786,56,International,2,2016-06-01,2016-06-06,6,1,884,5 days,5258679,4737973
188,10189,1,7,D-quadlux,01-06-2016,Chicago,IL,5,Rockford,IL,03-06-2016,533,310,6977,7301,68,International,1,2016-06-01,2016-06-03,6,1,324,2 days,5265980,4744950
1666,11667,3,3,Yearcorporation,01-06-2016,Elgin,IL,3,Cincinnati,OH,04-06-2016,378,284,1555,1700,54,Domestic,8,2016-06-01,2016-06-04,6,1,145,3 days,5267680,4746505
752,10753,2,6,Zerlane,01-06-2016,Chicago,IL,4,Rockford,IL,05-06-2016,558,558,5943,6756,70,Domestic,1,2016-06-01,2016-06-05,6,1,813,4 days,5274436,4752448
81,10082,2,5,Xx-canex,01-06-2016,Chicago,IL,6,Rockford,IL,06-06-2016,649,649,7969,8439,88,International,3,2016-06-01,2016-06-06,6,1,470,5 days,5282875,4760417
79,10080,1,7,Strongcane,01-06-2016,Milwaukee,WI,1,Springfield,IL,02-06-2016,834,570,6718,7087,81,Domestic,4,2016-06-01,2016-06-02,6,1,369,1 days,5289962,4767135
996,10997,2,2,Zimjiit,01-06-2016,Gary,IN,10,Milwaukee,WI,11-06-2016,1055,252,3678,4337,90,International,5,2016-06-01,2016-06-11,6,1,659,10 days,5294299,4770813
303,10304,2,8,hottaxon,01-06-2016,Rockford,IL,10,Green Bay,WI,11-06-2016,606,606,1474,2097,91,International,1,2016-06-01,2016-06-11,6,1,623,10 days,5296396,4772287
1338,11339,2,5,Singlejob,01-06-2016,Bangor,MI,3,Davenport,IA,04-06-2016,595,595,2021,2215,91,Domestic,5,2016-06-01,2016-06-04,6,1,194,3 days,5298611,4774308
1506,11507,3,1,zotit,01-06-2016,Monon,IN,2,Lansing,MI,03-06-2016,290,290,5088,9621,87,Domestic,9,2016-06-01,2016-06-03,6,1,4533,2 days,5308232,4779396
1407,11408,3,1,Striplane,01-06-2016,Elgin,IL,2,Cincinnati,OH,03-06-2016,1038,313,6958,11527,66,Domestic,10,2016-06-01,2016-06-03,6,1,4569,2 days,5319759,4786354
1308,11309,2,2,Conelane,02-06-2016,Madison,WI,10,Kalamazoo,MI,12-06-2016,551,551,4246,4388,88,International,3,2016-06-02,2016-06-12,6,2,142,10 days,5324147,4790600
1400,11401,3,3,hexzim,02-06-2016,Rockford,IL,7,Green Bay,WI,09-06-2016,968,758,6397,6540,73,International,3,2016-06-02,2016-06-09,6,2,143,7 days,5330687,4796997
392,10393,1,4,Plextechi,02-06-2016,Appleton,WI,2,Grand Rapids,MI,04-06-2016,878,525,7935,6361,93,Domestic,5,2016-06-02,2016-06-04,6,2,-1574,2 days,5337048,4804932
305,10306,2,6,K-is,02-06-2016,Cincinnati,OH,8,Gary,IN,10-06-2016,1116,388,4145,4672,84,International,1,2016-06-02,2016-06-10,6,2,527,8 days,5341720,4809077
194,10195,1,7,Faseelectronics,02-06-2016,Green Bay,WI,4,Joliet,IL,06-06-2016,343,343,6101,6353,88,Domestic,5,2016-06-02,2016-06-06,6,2,252,4 days,5348073,4815178
629,10630,1,8,Matdex,02-06-2016,Monon,IN,2,Lansing,MI,04-06-2016,337,337,6547,7366,64,Domestic,9,2016-06-02,2016-06-04,6,2,819,2 days,5355439,4821725
169,10170,2,5,Dongtinlux,02-06-2016,Indianapolis,IN,2,Northbrook,IL,04-06-2016,836,712,2144,2515,93,Domestic,8,2016-06-02,2016-06-04,6,2,371,2 days,5357954,4823869
1693,11694,3,2,hexzim,02-06-2016,Northbrook,IL,2,Naperville,IL,04-06-2016,671,671,4751,4890,92,Domestic,6,2016-06-02,2016-06-04,6,2,139,2 days,5362844,4828620
852,10853,1,4,O-tom,02-06-2016,Appleton,WI,8,Grand Rapids,MI,10-06-2016,332,310,5580,3966,54,International,5,2016-06-02,2016-06-10,6,2,-1614,8 days,5366810,4834200
538,10539,2,6,Plustaxon,02-06-2016,Northbrook,IL,3,Naperville,IL,05-06-2016,915,594,7720,8038,61,Domestic,2,2016-06-02,2016-06-05,6,2,318,3 days,5374848,4841920
1048,11049,3,2,Saokeycane,03-06-2016,Dayton,OH,3,Elgin,IL,04-06-2016,343,343,3960,4828,77,Domestic,2,2016-06-03,2016-06-04,6,3,868,1 days,5379676,4845880
864,10865,2,3,Redozetam,03-06-2016,Chicago,IL,1,Rockford,IL,04-06-2016,519,519,7925,8692,69,Domestic,3,2016-06-03,2016-06-04,6,3,767,1 days,5388368,4853805
501,10502,1,5,Scotlex,03-06-2016,Appleton,WI,3,Grand Rapids,MI,06-06-2016,456,456,7067,7784,64,Domestic,7,2016-06-03,2016-06-06,6,3,717,3 days,5396152,4860872
124,10125,2,6,Tantax,03-06-2016,Milwaukee,WI,4,Springfield,IL,07-06-2016,622,425,7765,8068,70,Domestic,6,2016-06-03,2016-06-07,6,3,303,4 days,5404220,4868637
318,10319,1,8,Zerfax,03-06-2016,Northbrook,IL,1,Naperville,IL,04-06-2016,1131,682,7481,8435,57,Domestic,7,2016-06-03,2016-06-04,6,3,954,1 days,5412655,4876118
444,10445,2,5,Faxron,03-06-2016,Skokie,IL,4,Chicago,IL,07-06-2016,891,200,8380,8740,91,Domestic,8,2016-06-03,2016-06-07,6,3,360,4 days,5421395,4884498
1118,11119,3,5,Joygreen,03-06-2016,Kalamazoo,MI,3,Bangor,MI,06-06-2016,620,319,8454,8991,84,Domestic,9,2016-06-03,2016-06-06,6,3,537,3 days,5430386,4892952
175,10176,2,6,Yearcorporation,03-06-2016,Naperville,IL,2,Indianapolis,IN,05-06-2016,917,665,6418,6544,74,Domestic,1,2016-06-03,2016-06-05,6,3,126,2 days,5436930,4899370
1289,11290,2,3,Strongtechnology,03-06-2016,Rockford,IL,8,Green Bay,WI,11-06-2016,365,333,2614,3459,55,International,2,2016-06-03,2016-06-11,6,3,845,8 days,5440389,4901984
911,10912,2,1,Lazap,03-06-2016,Indianapolis,IN,5,Northbrook,IL,08-06-2016,407,290,627,5146,96,International,7,2016-06-03,2016-06-08,6,3,4519,5 days,5445535,4902611
1301,11302,3,6,Zotcare,03-06-2016,Chicago,IL,2,Rockford,IL,05-06-2016,569,268,4084,4658,79,Domestic,7,2016-06-03,2016-06-05,6,3,574,2 days,5450193,4906695
521,10522,2,6,zathhow,04-06-2016,Green Bay,WI,1,Joliet,IL,05-06-2016,757,690,5109,5731,52,Domestic,9,2016-06-04,2016-06-05,6,4,622,1 days,5455924,4911804
192,10193,2,8,Qvofix,04-06-2016,Monon,IN,1,Lansing,MI,05-06-2016,1196,477,2726,3391,73,Domestic,9,2016-06-04,2016-06-05,6,4,665,1 days,5459315,4914530
512,10513,1,5,ganz-is,04-06-2016,Milwaukee,WI,1,Springfield,IL,05-06-2016,1151,772,4794,5611,98,Domestic,2,2016-06-04,2016-06-05,6,4,817,1 days,5464926,4919324
1342,11343,3,3,Lamlab,04-06-2016,Davenport,IA,2,Appleton,WI,06-06-2016,254,254,6136,6378,100,Domestic,7,2016-06-04,2016-06-06,6,4,242,2 days,5471304,4925460
172,10173,1,4,Canecare,04-06-2016,Joliet,IL,2,Madison,WI,04-06-2016,750,672,3456,1506,73,Domestic,2,2016-06-04,2016-06-04,6,4,-1950,0 days,5472810,4928916
1584,11585,2,1,Ranmedia,04-06-2016,Skokie,IL,6,Chicago,IL,13-06-2016,650,382,6438,11198,54,International,6,2016-06-04,2016-06-13,6,4,4760,9 days,5484008,4935354
967,10968,3,5,Rancan,04-06-2016,Kalamazoo,MI,10,Bangor,MI,12-06-2016,316,236,4670,4923,59,International,4,2016-06-04,2016-06-12,6,4,253,8 days,5488931,4940024
1300,11301,3,2,Canetechnology,04-06-2016,Springfield,IL,1,Skokie,IL,05-06-2016,297,297,3833,4345,82,Domestic,6,2016-06-04,2016-06-05,6,4,512,1 days,5493276,4943857
1796,11797,3,5,Ventocore,04-06-2016,Toledo,OH,4,Detriot,MI,08-06-2016,1191,478,2326,2924,87,Domestic,4,2016-06-04,2016-06-08,6,4,598,4 days,5496200,4946183
1100,11101,3,2,Latgotrax,04-06-2016,Milwaukee,WI,1,Springfield,IL,05-06-2016,982,710,4948,5114,91,Domestic,5,2016-06-04,2016-06-05,6,4,166,1 days,5501314,4951131
661,10662,1,4,Scotfase,04-06-2016,Bangor,MI,10,Davenport,IA,13-06-2016,528,528,8062,6262,70,International,7,2016-06-04,2016-06-13,6,4,-1800,9 days,5507576,4959193
510,10511,2,6,Unatrax,05-06-2016,Davenport,IA,1,Appleton,WI,06-06-2016,980,296,846,1478,57,Domestic,6,2016-06-05,2016-06-06,6,5,632,1 days,5509054,4960039
590,10591,2,6,Howtaxon,05-06-2016,Cincinnati,OH,3,Gary,IN,08-06-2016,390,320,2352,3057,75,Domestic,9,2016-06-05,2016-06-08,6,5,705,3 days,5512111,4962391
480,10481,2,6,Toncode,05-06-2016,Rockford,IL,4,Green Bay,WI,09-06-2016,742,733,7120,7692,78,Domestic,8,2016-06-05,2016-06-09,6,5,572,4 days,5519803,4969511
754,10755,1,4,tres-tone,05-06-2016,Northbrook,IL,3,Naperville,IL,08-06-2016,1145,578,7944,6354,57,Domestic,2,2016-06-05,2016-06-08,6,5,-1590,3 days,5526157,4977455
1576,11577,3,6,Itdom,05-06-2016,Naperville,IL,2,Indianapolis,IN,05-06-2016,1171,376,3013,4003,74,Domestic,7,2016-06-05,2016-06-05,6,5,990,0 days,5530160,4980468
768,10769,1,5,Ganzsannix,05-06-2016,Bangor,MI,9,Davenport,IA,11-06-2016,863,288,4838,5494,80,International,2,2016-06-05,2016-06-11,6,5,656,6 days,5535654,4985306
1085,11086,3,2,Qvofix,05-06-2016,Monon,IN,10,Lansing,MI,15-06-2016,257,257,779,1274,86,International,3,2016-06-05,2016-06-15,6,5,495,10 days,5536928,4986085
1748,11749,3,4,Canex,05-06-2016,Cincinnati,OH,1,Gary,IN,06-06-2016,375,234,5321,3172,78,Domestic,7,2016-06-05,2016-06-06,6,5,-2149,1 days,5540100,4991406
417,10418,1,4,Laex,05-06-2016,Dayton,OH,7,Elgin,IL,12-06-2016,923,527,2480,269,73,International,5,2016-06-05,2016-06-12,6,5,-2211,7 days,5540369,4993886
150,10151,1,6,Faseron,05-06-2016,Detriot,MI,2,Monon,IN,07-06-2016,307,307,252,757,73,Intercom,10,2016-06-05,2016-06-07,6,5,505,2 days,5541126,4994138
668,10669,1,6,Iceelectrics,05-06-2016,Springfield,IL,3,Skokie,IL,08-06-2016,651,632,4860,5668,97,Domestic,5,2016-06-05,2016-06-08,6,5,808,3 days,5546794,4998998
1138,11139,2,1,Dingfax,05-06-2016,Bangor,MI,4,Davenport,IA,09-06-2016,417,417,5609,10727,63,Domestic,1,2016-06-05,2016-06-09,6,5,5118,4 days,5557521,5004607
26,10027,1,5,Dingity,06-06-2016,Detriot,MI,7,Monon,IN,13-06-2016,694,243,5139,6100,68,International,10,2016-06-06,2016-06-13,6,6,961,7 days,5563621,5009746
1547,11548,2,1,Unoex,06-06-2016,Chicago,IL,3,Rockford,IL,09-06-2016,264,264,1061,5773,65,Domestic,6,2016-06-06,2016-06-09,6,6,4712,3 days,5569394,5010807
280,10281,2,5,Iselectrics,06-06-2016,Green Bay,WI,4,Joliet,IL,10-06-2016,368,280,3101,3406,86,Domestic,5,2016-06-06,2016-06-10,6,6,305,4 days,5572800,5013908
790,10791,1,8,Isdexon,06-06-2016,Lansing,MI,3,Dayton,OH,09-06-2016,607,305,8286,8722,76,Domestic,4,2016-06-06,2016-06-09,6,6,436,3 days,5581522,5022194
1743,11744,2,4,Roundlam,06-06-2016,Madison,WI,9,Kalamazoo,MI,15-06-2016,638,416,5670,3395,70,International,4,2016-06-06,2016-06-15,6,6,-2275,9 days,5584917,5027864
272,10273,1,5,Zamlane,06-06-2016,Springfield,IL,2,Skokie,IL,08-06-2016,400,304,5274,5875,52,Intercom,10,2016-06-06,2016-06-08,6,6,601,2 days,5590792,5033138
1362,11363,3,1,Indibase,07-06-2016,Bangor,MI,3,Davenport,IA,10-06-2016,950,751,7050,11226,67,Domestic,9,2016-06-07,2016-06-10,6,7,4176,3 days,5602018,5040188
675,10676,1,8,Xx-canex,07-06-2016,Green Bay,WI,2,Joliet,IL,09-06-2016,955,234,1109,1943,76,Domestic,1,2016-06-07,2016-06-09,6,7,834,2 days,5603961,5041297
442,10443,2,6,Singlejob,07-06-2016,Bangor,MI,10,Davenport,IA,16-06-2016,591,201,7485,7774,53,International,5,2016-06-07,2016-06-16,6,7,289,9 days,5611735,5048782
319,10320,2,5,Zoncone,07-06-2016,Joliet,IL,2,Madison,WI,08-06-2016,797,450,8026,8699,98,Domestic,7,2016-06-07,2016-06-08,6,7,673,1 days,5620434,5056808
1071,11072,2,1,Dentoelectrics,07-06-2016,Bangor,MI,3,Davenport,IA,10-06-2016,301,301,1780,5748,86,Domestic,2,2016-06-07,2016-06-10,6,7,3968,3 days,5626182,5058588
1638,11639,2,1,Ozeris,07-06-2016,Madison,WI,8,Kalamazoo,MI,15-06-2016,452,380,7839,12996,53,International,6,2016-06-07,2016-06-15,6,7,5157,8 days,5639178,5066427
1110,11111,3,2,Sonzamace,07-06-2016,Rockford,IL,1,Green Bay,WI,08-06-2016,598,304,5026,5597,96,Domestic,7,2016-06-07,2016-06-08,6,7,571,1 days,5644775,5071453
28,10029,2,5,Overtam,07-06-2016,Madison,WI,1,Kalamazoo,MI,08-06-2016,1123,733,7614,8038,79,Intercom,2,2016-06-07,2016-06-08,6,7,424,1 days,5652813,5079067
1404,11405,2,1,Latgotrax,07-06-2016,Toledo,OH,7,Detriot,MI,21-03-2016,1183,297,988,6289,71,International,5,2016-06-07,2016-03-21,6,7,5301,-78 days,5659102,5080055
1021,11022,3,6,Goodquoing,07-06-2016,Monon,IN,3,Lansing,MI,10-06-2016,1058,466,551,1504,51,Domestic,4,2016-06-07,2016-06-10,6,7,953,3 days,5660606,5080606
1436,11437,3,3,Plustaxon,08-06-2016,Northbrook,IL,9,Naperville,IL,17-06-2016,801,273,5474,5634,65,International,2,2016-06-08,2016-06-17,6,8,160,9 days,5666240,5086080
1772,11773,3,5,Linetone,08-06-2016,Dayton,OH,3,Elgin,IL,09-06-2016,650,557,3809,4497,73,Domestic,3,2016-06-08,2016-06-09,6,8,688,1 days,5670737,5089889
906,10907,1,2,K-is,08-06-2016,Davenport,IA,1,Appleton,WI,09-06-2016,787,688,4886,5487,86,Domestic,5,2016-06-08,2016-06-09,6,8,601,1 days,5676224,5094775
224,10225,1,7,Joygreen,08-06-2016,Kalamazoo,MI,2,Bangor,MI,10-06-2016,958,406,8395,8500,91,Domestic,5,2016-06-08,2016-06-10,6,8,105,2 days,5684724,5103170
199,10200,1,5,white-high,08-06-2016,Toledo,OH,7,Detriot,MI,21-03-2016,1146,670,6868,7134,92,International,2,2016-06-08,2016-03-21,6,8,266,-79 days,5691858,5110038
1470,11471,3,5,Zamlane,08-06-2016,Lansing,MI,3,Dayton,OH,11-06-2016,476,385,4417,4696,58,Domestic,10,2016-06-08,2016-06-11,6,8,279,3 days,5696554,5114455
902,10903,2,2,Recode,08-06-2016,Bangor,MI,3,Davenport,IA,11-06-2016,707,423,5214,5385,99,Domestic,5,2016-06-08,2016-06-11,6,8,171,3 days,5701939,5119669
100,10101,1,6,Plextechi,09-06-2016,Kalamazoo,MI,5,Bangor,MI,13-06-2016,861,731,8088,8367,95,International,1,2016-06-09,2016-06-13,6,9,279,4 days,5710306,5127757
954,10955,2,4,tamplex,09-06-2016,Northbrook,IL,1,Naperville,IL,10-06-2016,703,421,7873,5743,98,Domestic,1,2016-06-09,2016-06-10,6,9,-2130,1 days,5716049,5135630
422,10423,1,8,D-zohex,09-06-2016,Skokie,IL,1,Chicago,IL,10-06-2016,757,251,615,1009,94,Domestic,6,2016-06-09,2016-06-10,6,9,394,1 days,5717058,5136245
1195,11196,3,4,Conzumzap,09-06-2016,Detriot,MI,1,Monon,IN,10-06-2016,337,337,2702,954,65,Domestic,3,2016-06-09,2016-06-10,6,9,-1748,1 days,5718012,5138947
421,10422,1,8,Tamtexon,09-06-2016,Elgin,IL,1,Cincinnati,OH,10-06-2016,596,559,3861,4050,64,Domestic,5,2016-06-09,2016-06-10,6,9,189,1 days,5722062,5142808
846,10847,2,1,una-phase,09-06-2016,Joliet,IL,1,Madison,WI,10-06-2016,577,577,8199,13410,85,Domestic,9,2016-06-09,2016-06-10,6,9,5211,1 days,5735472,5151007
1252,11253,2,1,Plusla,09-06-2016,Bangor,MI,1,Davenport,IA,10-06-2016,597,597,7134,11967,53,Domestic,1,2016-06-09,2016-06-10,6,9,4833,1 days,5747439,5158141
1676,11677,2,5,Gravemedia,09-06-2016,Gary,IN,1,Milwaukee,WI,10-06-2016,1000,704,3152,3931,71,Domestic,7,2016-06-09,2016-06-10,6,9,779,1 days,5751370,5161293
1367,11368,2,1,Canecare,09-06-2016,Grand Rapids,MI,10,Toledo,OH,19-06-2016,619,446,2293,6418,54,International,3,2016-06-09,2016-06-19,6,9,4125,10 days,5757788,5163586
606,10607,1,7,Villacom,09-06-2016,Joliet,IL,2,Madison,WI,10-06-2016,1160,650,2334,3067,76,Domestic,9,2016-06-09,2016-06-10,6,9,733,1 days,5760855,5165920
96,10097,2,5,Ronlamice,09-06-2016,Lansing,MI,1,Dayton,OH,10-06-2016,293,293,6384,6606,54,Intercom,1,2016-06-09,2016-06-10,6,9,222,1 days,5767461,5172304
504,10505,2,8,Latgotrax,09-06-2016,Toledo,OH,7,Detriot,MI,16-06-2016,369,229,5364,6299,82,International,6,2016-06-09,2016-06-16,6,9,935,7 days,5773760,5177668
1182,11183,3,6,Reddoit,09-06-2016,Dayton,OH,10,Elgin,IL,19-06-2016,938,226,3751,4175,58,International,3,2016-06-09,2016-06-19,6,9,424,10 days,5777935,5181419
1208,11209,3,5,Lazap,09-06-2016,Elgin,IL,4,Cincinnati,OH,12-06-2016,476,476,7600,7783,93,Domestic,9,2016-06-09,2016-06-12,6,9,183,3 days,5785718,5189019
1689,11690,2,2,Runhigh,09-06-2016,Grand Rapids,MI,8,Toledo,OH,17-06-2016,744,464,2897,3354,65,International,8,2016-06-09,2016-06-17,6,9,457,8 days,5789072,5191916
1255,11256,2,5,Dontam,10-06-2016,Springfield,IL,2,Skokie,IL,12-06-2016,1075,610,6371,6907,57,Intercom,1,2016-06-10,2016-06-12,6,10,536,2 days,5795979,5198287
1740,11741,3,2,Silver-line,10-06-2016,Gary,IN,3,Milwaukee,WI,13-06-2016,988,584,3354,4279,61,Domestic,8,2016-06-10,2016-06-13,6,10,925,3 days,5800258,5201641
1780,11781,3,3,Reddoit,10-06-2016,Grand Rapids,MI,2,Toledo,OH,11-06-2016,617,481,8090,8398,93,Domestic,9,2016-06-10,2016-06-11,6,10,308,1 days,5808656,5209731
1011,11012,2,2,Quotefix,10-06-2016,Davenport,IA,2,Appleton,WI,12-06-2016,1184,373,7125,7824,93,Domestic,3,2016-06-10,2016-06-12,6,10,699,2 days,5816480,5216856
499,10500,1,6,Dingcan,10-06-2016,Green Bay,WI,4,Joliet,IL,14-06-2016,1027,756,4805,5786,67,Domestic,7,2016-06-10,2016-06-14,6,10,981,4 days,5822266,5221661
406,10407,1,6,Solostreet,11-06-2016,Indianapolis,IN,2,Northbrook,IL,11-06-2016,242,242,5721,6307,89,Domestic,10,2016-06-11,2016-06-11,6,11,586,0 days,5828573,5227382
459,10460,1,5,unaity,11-06-2016,Appleton,WI,8,Grand Rapids,MI,17-06-2016,1195,586,5137,5404,79,International,6,2016-06-11,2016-06-17,6,11,267,6 days,5833977,5232519
354,10355,2,7,Faseway,11-06-2016,Grand Rapids,MI,2,Toledo,OH,12-06-2016,741,707,3920,4540,73,Domestic,2,2016-06-11,2016-06-12,6,11,620,1 days,5838517,5236439
1319,11320,2,5,Joyancom,12-06-2016,Kalamazoo,MI,4,Bangor,MI,16-06-2016,1037,378,7661,8016,66,Domestic,3,2016-06-12,2016-06-16,6,12,355,4 days,5846533,5244100
1105,11106,2,1,Unatrax,12-06-2016,Gary,IN,7,Milwaukee,WI,19-06-2016,1127,223,537,4845,54,International,9,2016-06-12,2016-06-19,6,12,4308,7 days,5851378,5244637
1499,11500,3,5,Ventocore,12-06-2016,Milwaukee,WI,1,Springfield,IL,13-06-2016,656,236,6946,7305,91,Domestic,8,2016-06-12,2016-06-13,6,12,359,1 days,5858683,5251583
315,10316,2,7,Overtam,12-06-2016,Springfield,IL,3,Skokie,IL,15-06-2016,274,274,5279,5973,98,Domestic,4,2016-06-12,2016-06-15,6,12,694,3 days,5864656,5256862
918,10919,3,6,Solholdings,12-06-2016,Green Bay,WI,8,Joliet,IL,17-06-2016,801,730,7362,7580,67,International,7,2016-06-12,2016-06-17,6,12,218,5 days,5872236,5264224
1484,11485,3,6,Plustax,12-06-2016,Monon,IN,3,Lansing,MI,15-06-2016,942,645,1309,1583,71,Domestic,8,2016-06-12,2016-06-15,6,12,274,3 days,5873819,5265533
937,10938,3,5,zoofan,12-06-2016,Monon,IN,2,Lansing,MI,14-06-2016,912,785,7289,8186,94,Domestic,4,2016-06-12,2016-06-14,6,12,897,2 days,5882005,5272822
106,10107,2,5,Quotefix,13-06-2016,Indianapolis,IN,4,Northbrook,IL,17-06-2016,830,265,1536,1894,82,Domestic,6,2016-06-13,2016-06-17,6,13,358,4 days,5883899,5274358
1235,11236,2,6,zoofan,13-06-2016,Milwaukee,WI,5,Springfield,IL,18-06-2016,323,323,3233,3591,60,International,2,2016-06-13,2016-06-18,6,13,358,5 days,5887490,5277591
745,10746,1,5,planetron,13-06-2016,Toledo,OH,5,Detriot,MI,21-03-2016,863,636,7674,8644,75,International,6,2016-06-13,2016-03-21,6,13,970,-84 days,5896134,5285265
412,10413,2,5,Matsanice,13-06-2016,Green Bay,WI,1,Joliet,IL,14-06-2016,660,418,2617,3435,54,Domestic,8,2016-06-13,2016-06-14,6,13,818,1 days,5899569,5287882
1611,11612,3,4,Plusity,13-06-2016,Detriot,MI,1,Monon,IN,14-06-2016,219,219,3790,2095,85,Domestic,1,2016-06-13,2016-06-14,6,13,-1695,1 days,5901664,5291672
1251,11252,2,2,Vaiazozice,13-06-2016,Lansing,MI,3,Dayton,OH,16-06-2016,954,725,8128,8237,87,Domestic,8,2016-06-13,2016-06-16,6,13,109,3 days,5909901,5299800
1514,11515,3,5,Planethouse,13-06-2016,Toledo,OH,8,Detriot,MI,21-03-2016,905,370,5678,6501,90,International,10,2016-06-13,2016-03-21,6,13,823,-84 days,5916402,5305478
1154,11155,3,4,Ittam,13-06-2016,Naperville,IL,4,Indianapolis,IN,17-06-2016,1050,266,7866,5649,82,Domestic,5,2016-06-13,2016-06-17,6,13,-2217,4 days,5922051,5313344
223,10224,1,6,Saltfan,13-06-2016,Skokie,IL,3,Chicago,IL,16-06-2016,506,410,3997,4478,99,Domestic,5,2016-06-13,2016-06-16,6,13,481,3 days,5926529,5317341
